Purpose,Type,Size,Size_unit,Listing_type,Bedrooms,Bathrooms,Area_name,Area_marla_size,city_name,Sub_type,Price,Price_cond
sale,residential,Seven,marla,basic,Four,Four,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,25500000,Low
sale,residential,Six,marla,basic,Four,Four,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,25000000,Low
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Six,marla,basic,Two,Two,Korang Town,Two Hundred SeventyTwo,Islamabad,house,16500000,Low
sale,residential,Twelve,marla,basic,Six,Six,I-8/3,Two Hundred SeventyTwo,Islamabad,house,85000000,High
sale,residential,Ten,marla,basic,Four,Four,I-8,Two Hundred SeventyTwo,Islamabad,house,70000000,High
sale,residential,One,kanal,basic,Six,Six,F-8/4,Two Hundred SeventyTwo,Islamabad,house,220000000,High
sale,residential,One,kanal,basic,Six,Six,F-10,Two Hundred Fifty,Islamabad,house,170000000,High
sale,residential,Fourteen,marla,basic,Eight,Eight,I-8/4 ,Two Hundred Fifty,Islamabad,house,110000000,High
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,26000000,Low
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,27500000,Low
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,27500000,Low
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,26500000,Low
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,23000000,Low
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,24000000,Low
sale,residential,Six,marla,basic,Four,Four,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,22000000,Low
sale,residential,Ten,marla,basic,Five,Seven,PWD,Two Hundred TwentyFive,Islamabad,house,37500000,High
sale,residential,Six,marla,basic,Four,Four,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,25000000,Low
sale,residential,Ten,marla,basic,Six,Six,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,36000000,High
sale,residential,Twelve,marla,basic,Six,Six,CBR Town,Two Hundred SeventyTwo,Islamabad,house,48000000,High
sale,residential,One,kanal,basic,Six,Six,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,60000000,High
sale,residential,Twelve,marla,basic,Six,Eight,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,48000000,High
sale,residential,Twelve,marla,basic,Six,Six,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,43000000,High
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,One,kanal,basic,Five,Five,DHA Phase 2,Two Hundred TwentyFive,Islamabad,house,85000000,High
sale,residential,One,kanal,basic,Five,Five,DHA Phase 2,Two Hundred TwentyFive,Islamabad,house,87500000,High
sale,residential,One,kanal,basic,Five,Five,"DHA Phase 2, Sector-M",Two Hundred SeventyTwo,Islamabad,house,67500006,High
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,One,kanal,basic,Five,Five,DHA Phase 2,Two Hundred TwentyFive,Islamabad,house,750000,Low
sale,residential,One,kanal,basic,Five,Five,DHA Phase 2,Two Hundred TwentyFive,Islamabad,house,95000000,High
sale,residential,One,kanal,basic,Five,Five,DHA Phase 2,Two Hundred TwentyFive,Islamabad,house,92500000,High
sale,residential,One,kanal,basic,Five,Five,Bahria Enclave,Two Hundred SeventyTwo,Islamabad,house,90000000,High
sale,residential,Eight,marla,basic,Four,Four,Bahria Enclave,Two Hundred SeventyTwo,Islamabad,house,32000000,High
sale,residential,Ten,marla,basic,Five,Five,Bahria Enclave,Two Hundred SeventyTwo,Islamabad,house,47500000,High
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Six,marla,basic,Four,Four,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,22000000,Low
sale,residential,Ten,marla,basic,Six,Six,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,36000000,High
sale,residential,Fourteen,marla,basic,Six,Six,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,46000000,High
sale,residential,Twelve,marla,basic,Six,Six,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,42500000,High
sale,residential,One,kanal,basic,Six,Six,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,48000000,High
sale,residential,One,kanal,basic,Three,Three,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,37500000,High
sale,residential,Six,marla,basic,Four,Four,"Soan Garden, Block D",Two Hundred SeventyTwo,Islamabad,house,24000000,Low
sale,residential,Fourteen,marla,basic,Six,Six,I-8/2,Two Hundred SeventyTwo,Islamabad,house,110000000,High
sale,residential,Six Hundred Sixty-Six,sqyd,basic,Six,Six,F-7/3,Two Hundred Fifty,Islamabad,house,230000000,High
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,One,kanal,basic,Six,Six,F-7/2,Two Hundred SeventyTwo,Islamabad,house,200000000,High
sale,residential,Six Hundred,sqyd,basic,Six,Six,I-8/3,Two Hundred SeventyTwo,Islamabad,house,170000000,High
sale,residential,Six,marla,basic,Five,Five,I-10/2,Two Hundred SeventyTwo,Islamabad,house,31000000,High
sale,residential,Six,marla,basic,Four,Four,I-10/4,Two Hundred SeventyTwo,Islamabad,house,29000000,Low
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,26500000,Low
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,25500000,Low
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,26000000,Low
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,26000000,Low
sale,residential,Seven,marla,basic,Four,Five,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,24000000,Low
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,24000000,Low
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Eight,marla,basic,Six,Six,F-17,Two Hundred Fifty,Islamabad,house,23500000,Low
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,26500000,Low
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,24000000,Low
sale,residential,Seven,marla,basic,Four,Four,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,24000000,Low
sale,residential,Seven,marla,basic,Four,Four,Soan Garden,Two Hundred SeventyTwo,Islamabad,house,24500000,Low
sale,residential,Twelve,marla,basic,Six,Six,Media Town,Two Hundred SeventyTwo,Islamabad,house,48000000,High
sale,residential,One Thousand Sixty-Six,sqyd,basic,Ten,Ten,F-8/4,Two Hundred SeventyTwo,Islamabad,house,450000000,High
sale,residential,One,kanal,basic,Six,Six,F-10/2,Two Hundred SeventyTwo,Islamabad,house,160000000,High
sale,residential,One,kanal,basic,Six,Six,F-8/3,Two Hundred SeventyTwo,Islamabad,house,170000000,High
sale,residential,Twenty-Two,marla,basic,Seven,Seven,F-10/3,Two Hundred SeventyTwo,Islamabad,house,140000000,High
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Eight,marla,basic,Six,Six,F-17,Two Hundred Fifty,Islamabad,house,23500000,Low
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Ten,marla,basic,Four,Four,Bani Gala,Two Hundred SeventyTwo,Islamabad,house,18500000,Low
sale,residential,Seven,marla,basic,Three,Three,Shahpur,Two Hundred SeventyTwo,Islamabad,house,15000000,Low
sale,residential,Six,marla,basic,Four,Four,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,20000000,Low
sale,residential,Five,marla,basic,Two,Two,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,9500000,Low
sale,residential,Five,marla,basic,Four,Four,Park View City,Two Hundred SeventyTwo,Islamabad,house,25000000,Low
sale,residential,Ten,marla,basic,Six,Seven,G-13/3,Two Hundred SeventyTwo,Islamabad,house,63000000,High
sale,residential,Four,marla,basic,Three,Four,G-13/1,Two Hundred SeventyTwo,Islamabad,house,29000000,Low
sale,residential,Seven,marla,basic,Four,Five,G-15/1,Two Hundred SeventyTwo,Islamabad,house,40000000,High
sale,residential,Seven,marla,basic,Four,Five,G-15/4,Two Hundred SeventyTwo,Islamabad,house,42000000,High
sale,residential,Seven,marla,basic,Four,Five,G-15/1,Two Hundred SeventyTwo,Islamabad,house,43500000,High
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Seven,marla,basic,Four,Five,G-15/4,Two Hundred SeventyTwo,Islamabad,house,44000000,High
sale,residential,Four,marla,basic,Three,Four,G-13/1,Two Hundred SeventyTwo,Islamabad,house,31500000,High
sale,residential,Seven,marla,basic,Four,Five,G-13/2,Two Hundred SeventyTwo,Islamabad,house,52000000,High
sale,residential,Four,marla,basic,Three,Four,G-13/1,Two Hundred SeventyTwo,Islamabad,house,32000000,High
sale,residential,Four,marla,basic,Three,Four,G-13/2,Two Hundred SeventyTwo,Islamabad,house,30500000,High
sale,residential,Seven,marla,basic,Four,Five,G-13/2,Two Hundred SeventyTwo,Islamabad,house,52500000,High
sale,residential,Four,marla,basic,Three,Four,G-13/1,Two Hundred SeventyTwo,Islamabad,house,31000000,High
sale,residential,Nine,marla,basic,Four,Four,G-6/2,Two Hundred SeventyTwo,Islamabad,house,65000000,High
sale,residential,Eight,marla,basic,Four,Four,G-6/2,Two Hundred SeventyTwo,Islamabad,house,52000000,High
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Six,marla,basic,Four,Four,I-11/4,Two Hundred SeventyTwo,Islamabad,house,40000000,High
sale,residential,Six,marla,basic,Four,Four,I-11/4,Two Hundred SeventyTwo,Islamabad,house,39000000,High
sale,residential,Five,marla,basic,Four,Four,I-11/2,Two Hundred SeventyTwo,Islamabad,house,37000000,High
sale,residential,Seven,marla,basic,Five,Five,I-11/2,Two Hundred SeventyTwo,Islamabad,house,46500000,High
sale,residential,Five,marla,basic,Four,Four,I-14,Two Hundred Fifty,Islamabad,house,25000000,Low
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Ten,marla,basic,Four,Four,Park Enclave,Two Hundred SeventyTwo,Islamabad,house,20000000,Low
sale,residential,Six Hundred Sixty-Six,sqyd,basic,Six,Six,F-8/4,Two Hundred SeventyTwo,Islamabad,house,230000000,High
sale,residential,One,kanal,basic,Four,Four,F-8/1,Two Hundred SeventyTwo,Islamabad,house,170000000,High
sale,residential,One,kanal,basic,Four,Four,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,30000000,High
sale,residential,Ten,marla,basic,Three,Three,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,18000000,Low
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Eight,marla,basic,Six,Six,F-17,Two Hundred Fifty,Islamabad,house,23500000,Low
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Three,marla,basic,Two,Two,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,6000000,Low
sale,residential,Five,marla,basic,Two,Two,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,7000000,Low
sale,residential,Five,marla,basic,Two,Two,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,7500000,Low
sale,residential,Five,marla,basic,Two,Two,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,5500000,Low
sale,residential,Five,marla,basic,Two,Two,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,6500000,Low
sale,residential,Five,marla,basic,Three,Three,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,15000000,Low
sale,residential,Seven,marla,basic,Four,Five,G-13/2,Two Hundred SeventyTwo,Islamabad,house,53000000,High
sale,residential,Ten,marla,basic,Six,Seven,G-13/2,Two Hundred SeventyTwo,Islamabad,house,75000000,High
sale,residential,Seven,marla,basic,Four,Five,G-13/2,Two Hundred SeventyTwo,Islamabad,house,54500000,High
sale,residential,Ten,marla,basic,Five,Six,G-13/3,Two Hundred SeventyTwo,Islamabad,house,68500000,High
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Seven,marla,basic,Four,Five,G-13/2,Two Hundred SeventyTwo,Islamabad,house,54000000,High
sale,residential,Seven,marla,basic,Four,Five,I-11/2,Two Hundred SeventyTwo,Islamabad,house,42500000,High
sale,residential,Five,marla,basic,Four,Four,I-14,Two Hundred Fifty,Islamabad,house,21000000,Low
sale,residential,Five,marla,basic,Four,Five,I-11/2,Two Hundred SeventyTwo,Islamabad,house,35000000,High
sale,residential,Six,marla,basic,Four,Five,I-11/4,Two Hundred SeventyTwo,Islamabad,house,35000000,High
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,23000000,Low
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,27500000,Low
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,25500000,Low
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,26000000,Low
sale,residential,Seven,marla,basic,Four,Four,Jinnah Garden,Two Hundred TwentyFive,Islamabad,house,26500000,Low
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Five,marla,basic,Four,Six,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,8500000,Low
sale,residential,Five,marla,basic,Two,Two,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,6500000,Low
sale,residential,Nine,marla,basic,Six,Six,Bani Gala,Two Hundred SeventyTwo,Islamabad,house,28500000,Low
sale,residential,Five,marla,basic,Two,Two,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,13000000,Low
sale,residential,Ten,marla,basic,Four,Four,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,30000000,High
sale,residential,Five,marla,basic,Two,Two,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,7000000,Low
sale,residential,Three,marla,basic,Two,Two,Bhara Kahu,Two Hundred SeventyTwo,Islamabad,house,6500000,Low
sale,residential,Twelve,marla,basic,Six,Six,I-8/3,Two Hundred SeventyTwo,Islamabad,house,90000000,High
sale,residential,One,kanal,basic,Six,Six,I-8/3,Two Hundred SeventyTwo,Islamabad,house,160000000,High
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Eight,marla,basic,Four,Five,Bahria Enclave,Two Hundred SeventyTwo,Islamabad,house,32000000,High
sale,residential,Five,marla,basic,Four,Four,Bahria Enclave,Two Hundred SeventyTwo,Islamabad,house,23000000,Low
sale,residential,Five,marla,basic,Two,Two,Bahria Enclave,Two Hundred SeventyTwo,Islamabad,house,25000000,Low
sale,residential,One,kanal,basic,Five,Five,"DHA Phase 2, Sector B",Two Hundred SeventyTwo,Islamabad,house,8500000,Low
sale,residential,Eight,marla,basic,Three,Three,DHA Homes,Two Hundred SeventyTwo,Islamabad,house,14500000,Low
sale,residential,Eight,marla,basic,Three,Three,DHA Homes,Two Hundred SeventyTwo,Islamabad,house,15500000,Low
sale,residential,Eight,marla,basic,Three,Three,DHA Homes,Two Hundred SeventyTwo,Islamabad,house,14800000,Low
sale,residential,Eight,marla,basic,Three,Three,DHA Homes,Two Hundred SeventyTwo,Islamabad,house,16000000,Low
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Eight,marla,basic,Three,Three,DHA Homes,Two Hundred SeventyTwo,Islamabad,house,16000000,Low
sale,residential,Eight,marla,basic,Three,Three,DHA Homes,Two Hundred SeventyTwo,Islamabad,house,14800000,Low
sale,residential,Eight,marla,basic,Three,Three,DHA Homes,Two Hundred SeventyTwo,Islamabad,house,15000000,Low
sale,residential,Eight,marla,basic,Three,Three,DHA Homes,Two Hundred SeventyTwo,Islamabad,house,17000000,Low
sale,residential,Eight,marla,basic,Three,Three,DHA Homes,Two Hundred SeventyTwo,Islamabad,house,15800000,Low
sale,residential,Eight,marla,basic,Three,Three,DHA Homes,Two Hundred SeventyTwo,Islamabad,house,15800000,Low
sale,residential,Eight,marla,basic,Three,Three,DHA Homes,Two Hundred SeventyTwo,Islamabad,house,17000000,Low
sale,residential,Eight,marla,basic,Three,Three,DHA Homes,Two Hundred SeventyTwo,Islamabad,house,15400000,Low
sale,residential,Five,marla,basic,Two,Two,DHA Homes,Two Hundred SeventyTwo,Islamabad,house,7000000,Low
sale,residential,Eight,marla,basic,Three,Three,DHA Homes,Two Hundred SeventyTwo,Islamabad,house,14500000,Low
sale,residential,Four,marla,basic,Four,Three,F-10/3,Two Hundred SeventyTwo,Islamabad,house,33000000,High
sale,residential,Seven,marla,basic,Six,Six,G-11/1,Two Hundred Fifty,Islamabad,house,60000000,High
sale,residential,Ten,marla,basic,Five,Six,Bahria Town Phase 3,Two Hundred TwentyFive,Islamabad,house,39500000,High
sale,residential,Five,marla,basic,Three,Four,"DHA Phase 5, Sector D",Two Hundred TwentyFive,Islamabad,house,27000000,Low
sale,residential,Ten,marla,basic,Four,Three,I-10/2,Two Hundred SeventyTwo,Islamabad,house,32500000,High
sale,residential,Eight,marla,basic,Three,Three,DHA Homes,Two Hundred SeventyTwo,Islamabad,house,14800000,Low
